,negative,neutral,positive,total
object,0.0,0.0,1.0,1.0
objection,0.0,0.0,1.0,1.0
obnoxi,0.0,0.0,2.0,2.0
obsess,0.0,0.0,1.0,1.0
obtain,0.0,4.0,4.0,8.0
obtrus,0.0,0.0,2.0,2.0
obvious,40.0,4.0,28.0,72.0
obvous,0.0,0.0,1.0,1.0
occasion,0.0,28.0,27.0,55.0
occassion,0.0,0.0,1.0,1.0
occupi,0.0,0.0,1.0,1.0
occur,8.0,4.0,8.0,20.0
ocean,0.0,0.0,1.0,1.0
octav,0.0,12.0,3.0,15.0
octiv,0.0,0.0,1.0,1.0
od,0.0,0.0,3.0,3.0
odd,8.0,8.0,16.0,32.0
oddbal,0.0,0.0,2.0,2.0
odf,0.0,0.0,1.0,1.0
odor,0.0,0.0,1.0,1.0
oem,0.0,0.0,1.0,1.0
off,0.0,8.0,9.0,17.0
offend,0.0,4.0,2.0,6.0
offens,4.0,0.0,2.0,6.0
offer,20.0,12.0,52.0,84.0
offici,8.0,0.0,2.0,10.0
offset,0.0,0.0,3.0,3.0
offth,0.0,0.0,1.0,1.0
ofsleek,0.0,0.0,1.0,1.0
often,8.0,24.0,69.0,101.0
oh,0.0,16.0,12.0,28.0
ohhh,0.0,0.0,1.0,1.0
ohhhh,0.0,4.0,0.0,4.0
ohm,0.0,0.0,2.0,2.0
oil,0.0,0.0,4.0,4.0
oili,0.0,4.0,10.0,14.0
ok,65.0,96.0,27.0,188.0
okay,12.0,8.0,13.0,33.0
oksar,0.0,0.0,1.0,1.0
old,74.0,68.0,158.0,300.0
older,42.0,0.0,27.0,69.0
oldest,0.0,0.0,1.0,1.0
om,18.0,0.0,1.0,19.0
omni,0.0,0.0,3.0,3.0
onboard,0.0,0.0,2.0,2.0
onc,134.0,64.0,130.0,328.0
onehosa,0.0,4.0,0.0,4.0
oneto,0.0,0.0,1.0,1.0
ongo,0.0,0.0,1.0,1.0
onl,0.0,0.0,1.0,1.0
onli,259.0,224.0,566.0,1049.0
onlin,0.0,0.0,9.0,9.0
onlinecarstereo,0.0,0.0,1.0,1.0
onth,0.0,0.0,1.0,1.0
ontim,0.0,0.0,1.0,1.0
oohthank,4.0,0.0,0.0,4.0
oomph,0.0,0.0,1.0,1.0
ooz,0.0,0.0,1.0,1.0
open,118.0,52.0,83.0,253.0
openit,0.0,0.0,1.0,1.0
oper,12.0,8.0,24.0,44.0
oppos,0.0,0.0,8.0,8.0
opposit,0.0,4.0,1.0,5.0
opt,12.0,4.0,8.0,24.0
optim,0.0,0.0,3.0,3.0
optimist,0.0,0.0,1.0,1.0
optimum,0.0,0.0,2.0,2.0
option,0.0,0.0,2.0,2.0
orangish,0.0,0.0,1.0,1.0
orchestra,0.0,4.0,0.0,4.0
order,67.0,68.0,124.0,259.0
orderraxxess,0.0,0.0,1.0,1.0
ordinari,0.0,0.0,8.0,8.0
ordinarili,0.0,0.0,1.0,1.0
organ,0.0,4.0,9.0,13.0
organiz,0.0,0.0,1.0,1.0
orient,0.0,0.0,5.0,5.0
origianlli,0.0,4.0,0.0,4.0
origin,37.0,28.0,62.0,127.0
orlando,0.0,0.0,2.0,2.0
os,0.0,0.0,1.0,1.0
osbourn,0.0,0.0,1.0,1.0
oskar,0.0,0.0,1.0,1.0
ostentati,0.0,0.0,1.0,1.0
oth,0.0,0.0,1.0,1.0
other,375.0,276.0,685.0,1336.0
otherwis,4.0,36.0,38.0,78.0
ouch,4.0,0.0,3.0,7.0
out,20.0,12.0,14.0,46.0
outboard,0.0,0.0,2.0,2.0
outclass,0.0,0.0,2.0,2.0
outdoor,0.0,0.0,4.0,4.0
outlast,8.0,4.0,2.0,14.0
outlin,8.0,0.0,0.0,8.0
outliv,0.0,0.0,1.0,1.0
outperform,0.0,0.0,1.0,1.0
output,0.0,0.0,3.0,3.0
outrag,0.0,0.0,1.0,1.0
outright,0.0,0.0,1.0,1.0
outsid,0.0,4.0,21.0,25.0
outstand,8.0,0.0,23.0,31.0
outstretch,0.0,0.0,1.0,1.0
outward,4.0,0.0,1.0,5.0
outweigh,0.0,0.0,1.0,1.0
oval,4.0,0.0,0.0,4.0
oven,0.0,0.0,1.0,1.0
over,0.0,16.0,13.0,29.0
overal,24.0,56.0,100.0,180.0
overbal,0.0,0.0,1.0,1.0
overbend,0.0,0.0,1.0,1.0
overblow,0.0,0.0,1.0,1.0
overcom,0.0,0.0,2.0,2.0
overcompress,0.0,0.0,1.0,1.0
overd,0.0,0.0,1.0,1.0
overdid,0.0,0.0,1.0,1.0
overdo,0.0,4.0,0.0,4.0
overdr,4.0,8.0,89.0,101.0
overdriv,0.0,0.0,1.0,1.0
overdriven,4.0,8.0,9.0,21.0
overdub,0.0,0.0,1.0,1.0
overestim,0.0,0.0,1.0,1.0
overhead,0.0,0.0,3.0,3.0
overkil,0.0,0.0,2.0,2.0
overload,0.0,0.0,2.0,2.0
overlook,4.0,0.0,4.0,8.0
overnight,0.0,4.0,2.0,6.0
overpow,4.0,0.0,2.0,6.0
overpr,4.0,0.0,7.0,11.0
overs,0.0,0.0,2.0,2.0
oversea,0.0,0.0,3.0,3.0
oversel,0.0,0.0,1.0,1.0
overshadow,4.0,0.0,0.0,4.0
oversold,0.0,4.0,0.0,4.0
overst,0.0,0.0,1.0,1.0
overstep,0.0,4.0,0.0,4.0
overtighten,0.0,0.0,1.0,1.0
overtim,0.0,0.0,1.0,1.0
overus,0.0,0.0,1.0,1.0
overweight,0.0,0.0,1.0,1.0
overwhelm,0.0,4.0,1.0,5.0
owe,0.0,0.0,3.0,3.0
own,61.0,76.0,223.0,360.0
oxid,0.0,0.0,1.0,1.0
oz,0.0,0.0,2.0,2.0
ozzi,4.0,0.0,1.0,5.0
pa,12.0,0.0,5.0,17.0
pablo,0.0,0.0,1.0,1.0
pack,20.0,8.0,25.0,53.0
packag,8.0,0.0,20.0,28.0
packet,0.0,0.0,1.0,1.0
pad,8.0,24.0,53.0,85.0
page,0.0,0.0,1.0,1.0
paid,20.0,12.0,42.0,74.0
pain,4.0,4.0,5.0,13.0
painless,0.0,0.0,1.0,1.0
paint,0.0,4.0,3.0,7.0
pair,0.0,4.0,9.0,13.0
pakc,0.0,0.0,1.0,1.0
pali,0.0,0.0,2.0,2.0
palm,0.0,0.0,5.0,5.0
pan,0.0,0.0,1.0,1.0
panason,0.0,0.0,1.0,1.0
panhandl,0.0,0.0,1.0,1.0
panic,0.0,0.0,1.0,1.0
pantyhos,0.0,4.0,0.0,4.0
papoos,0.0,0.0,1.0,1.0
para,0.0,0.0,1.0,1.0
paradox,0.0,0.0,1.0,1.0
parallel,0.0,0.0,1.0,1.0
parametr,0.0,0.0,2.0,2.0
paramount,0.0,0.0,1.0,1.0
park,0.0,0.0,3.0,3.0
parkway,0.0,0.0,1.0,1.0
parlor,0.0,0.0,1.0,1.0
part,0.0,0.0,4.0,4.0
parti,0.0,0.0,1.0,1.0
partial,4.0,4.0,11.0,19.0
particular,29.0,40.0,45.0,114.0
pass,0.0,4.0,13.0,17.0
passag,0.0,4.0,0.0,4.0
passiv,0.0,32.0,9.0,41.0
past,0.0,4.0,41.0,45.0
patch,0.0,8.0,7.0,15.0
patent,0.0,0.0,2.0,2.0
patient,0.0,0.0,1.0,1.0
patriot,0.0,0.0,1.0,1.0
pattern,0.0,0.0,2.0,2.0
paua,0.0,0.0,1.0,1.0
paul,25.0,28.0,56.0,109.0
pay,16.0,72.0,88.0,176.0
pc,0.0,0.0,1.0,1.0
pdf,0.0,0.0,1.0,1.0
peak,0.0,0.0,2.0,2.0
peaki,0.0,4.0,0.0,4.0
pear,0.0,0.0,1.0,1.0
pearl,0.0,0.0,2.0,2.0
peas,0.0,4.0,0.0,4.0
peasi,0.0,0.0,1.0,1.0
peavey,0.0,0.0,5.0,5.0
peavi,0.0,0.0,1.0,1.0
pedal,50.0,108.0,154.0,312.0
pedalboard,0.0,0.0,5.0,5.0
pedaltrain,0.0,0.0,1.0,1.0
peddl,0.0,0.0,1.0,1.0
peg,4.0,8.0,19.0,31.0
pen,0.0,0.0,3.0,3.0
pend,0.0,0.0,1.0,1.0
pendulum,0.0,0.0,1.0,1.0
penn,0.0,0.0,1.0,1.0
peral,0.0,0.0,1.0,1.0
perceiv,0.0,0.0,1.0,1.0
percuss,0.0,0.0,2.0,2.0
perfect,30.0,28.0,373.0,431.0
perfectund,0.0,0.0,1.0,1.0
perfetc,0.0,0.0,1.0,1.0
perfom,0.0,0.0,1.0,1.0
perform,4.0,20.0,61.0,85.0
perhap,12.0,24.0,29.0,65.0
period,8.0,4.0,4.0,16.0
perman,4.0,4.0,9.0,17.0
perplex,0.0,0.0,1.0,1.0
person,40.0,36.0,55.0,131.0
perspir,0.0,0.0,2.0,2.0
persuad,0.0,0.0,1.0,1.0
pertin,0.0,0.0,1.0,1.0
pet,0.0,0.0,1.0,1.0
petti,0.0,0.0,1.0,1.0
phanom,0.0,0.0,1.0,1.0
phantom,0.0,0.0,15.0,15.0
phaser,0.0,4.0,0.0,4.0
phenomen,0.0,0.0,1.0,1.0
philharmon,0.0,0.0,1.0,1.0
philli,0.0,0.0,1.0,1.0
phospher,0.0,4.0,1.0,5.0
photo,0.0,4.0,0.0,4.0
physic,0.0,0.0,3.0,3.0
pianist,0.0,0.0,1.0,1.0
piano,0.0,0.0,1.0,1.0
pick,67.0,48.0,208.0,323.0
pickguard,0.0,0.0,1.0,1.0
picki,0.0,0.0,8.0,8.0
pickup,0.0,0.0,5.0,5.0
pictur,0.0,4.0,9.0,13.0
piec,0.0,4.0,2.0,6.0
pierc,0.0,0.0,4.0,4.0
piezo,0.0,0.0,1.0,1.0
pig,0.0,0.0,2.0,2.0
piggi,0.0,0.0,1.0,1.0
pignos,0.0,8.0,2.0,10.0
pillow,0.0,0.0,1.0,1.0
pin,4.0,12.0,14.0,30.0
pinch,4.0,0.0,6.0,10.0
ping,0.0,0.0,4.0,4.0
pink,0.0,4.0,6.0,10.0
pipe,0.0,0.0,1.0,1.0
piss,8.0,0.0,0.0,8.0
pistol,4.0,0.0,0.0,4.0
pitch,0.0,0.0,3.0,3.0
pivot,0.0,0.0,4.0,4.0
pixi,0.0,0.0,1.0,1.0
pizza,0.0,0.0,1.0,1.0
place,22.0,16.0,44.0,82.0
placebo,0.0,0.0,2.0,2.0
plain,0.0,0.0,8.0,8.0
plan,4.0,24.0,21.0,49.0
planet,8.0,0.0,7.0,15.0
plastic,24.0,24.0,65.0,113.0
plasticki,0.0,0.0,1.0,1.0
plate,4.0,20.0,4.0,28.0
play,296.0,256.0,811.0,1363.0
playabl,0.0,8.0,12.0,20.0
playback,0.0,0.0,1.0,1.0
playng,0.0,0.0,1.0,1.0
pleas,29.0,8.0,87.0,124.0
pleasant,18.0,0.0,27.0,45.0
pleasent,0.0,0.0,1.0,1.0
plenti,0.0,0.0,11.0,11.0
pli,0.0,0.0,2.0,2.0
pliabl,0.0,0.0,1.0,1.0
plink,0.0,8.0,0.0,8.0
plow,0.0,0.0,1.0,1.0
pluck,0.0,4.0,2.0,6.0
plug,24.0,64.0,110.0,198.0
pluge,0.0,0.0,1.0,1.0
plunk,0.0,0.0,1.0,1.0
plus,0.0,4.0,7.0,11.0
plush,0.0,4.0,4.0,8.0
plyabl,0.0,0.0,1.0,1.0
plywood,0.0,4.0,1.0,5.0
pocket,0.0,0.0,2.0,2.0
podcast,8.0,0.0,8.0,16.0
point,4.0,0.0,16.0,20.0
pointi,4.0,4.0,1.0,9.0
poke,0.0,0.0,3.0,3.0
polar,0.0,0.0,2.0,2.0
pole,0.0,0.0,2.0,2.0
poli,0.0,0.0,1.0,1.0
polish,62.0,0.0,53.0,115.0
polit,0.0,0.0,1.0,1.0
polyco,0.0,4.0,0.0,4.0
polyweb,0.0,0.0,5.0,5.0
poni,0.0,0.0,1.0,1.0
pool,0.0,4.0,0.0,4.0
poor,73.0,20.0,22.0,115.0
pop,20.0,32.0,44.0,96.0
popper,0.0,0.0,1.0,1.0
popul,0.0,0.0,2.0,2.0
popular,12.0,0.0,19.0,31.0
porcelain,0.0,0.0,1.0,1.0
porous,0.0,0.0,2.0,2.0
portabl,16.0,16.0,56.0,88.0
posit,4.0,4.0,24.0,32.0
possibl,16.0,28.0,35.0,79.0
possit,0.0,0.0,2.0,2.0
post,4.0,4.0,11.0,19.0
postag,0.0,0.0,1.0,1.0
pot,0.0,0.0,3.0,3.0
potato,0.0,0.0,1.0,1.0
potenti,0.0,0.0,10.0,10.0
pouch,0.0,0.0,6.0,6.0
pound,0.0,0.0,4.0,4.0
pour,0.0,0.0,1.0,1.0
powder,0.0,0.0,1.0,1.0
power,16.0,20.0,47.0,83.0
powerful,0.0,0.0,1.0,1.0
pr,0.0,0.0,2.0,2.0
practic,4.0,16.0,36.0,56.0
practis,0.0,0.0,1.0,1.0
pragmat,18.0,0.0,0.0,18.0
prais,0.0,0.0,1.0,1.0
pre,0.0,4.0,3.0,7.0
preamp,0.0,4.0,8.0,12.0
preced,0.0,0.0,1.0,1.0
precious,0.0,0.0,5.0,5.0
precis,0.0,0.0,14.0,14.0
predict,0.0,4.0,4.0,8.0
predomin,0.0,0.0,1.0,1.0
prefac,0.0,0.0,1.0,1.0
prefer,37.0,68.0,93.0,198.0
preferr,0.0,0.0,1.0,1.0
preform,0.0,0.0,2.0,2.0
preinstal,0.0,0.0,1.0,1.0
prematur,0.0,0.0,2.0,2.0
premium,0.0,0.0,4.0,4.0
prep,0.0,0.0,1.0,1.0
prepackag,0.0,0.0,1.0,1.0
prepaid,4.0,0.0,0.0,4.0
prepar,0.0,0.0,6.0,6.0
present,0.0,4.0,13.0,17.0
preserv,0.0,0.0,2.0,2.0
preset,0.0,0.0,1.0,1.0
presonus,0.0,0.0,3.0,3.0
press,56.0,12.0,18.0,86.0
presum,0.0,0.0,4.0,4.0
presuppos,0.0,0.0,1.0,1.0
pretend,0.0,4.0,1.0,5.0
pretenti,0.0,0.0,1.0,1.0
pretti,44.0,136.0,246.0,426.0
prettier,0.0,0.0,2.0,2.0
prettiest,0.0,0.0,1.0,1.0
prevail,0.0,0.0,1.0,1.0
prevent,41.0,4.0,25.0,70.0
previous,4.0,28.0,29.0,61.0
pri,8.0,0.0,1.0,9.0
price,4.0,16.0,46.0,66.0
priceless,0.0,0.0,3.0,3.0
pricey,0.0,0.0,8.0,8.0
prici,0.0,4.0,2.0,6.0
pricier,0.0,0.0,2.0,2.0
primari,0.0,0.0,12.0,12.0
primarili,0.0,0.0,16.0,16.0
prime,0.0,0.0,12.0,12.0
print,8.0,0.0,2.0,10.0
prior,4.0,8.0,7.0,19.0
pristin,0.0,0.0,2.0,2.0
privat,0.0,0.0,3.0,3.0
prize,0.0,4.0,3.0,7.0
pro,12.0,20.0,45.0,77.0
prob,0.0,0.0,1.0,1.0
probabl,40.0,84.0,154.0,278.0
probbali,0.0,0.0,1.0,1.0
problemat,0.0,0.0,3.0,3.0
probli,0.0,0.0,1.0,1.0
proceed,0.0,0.0,1.0,1.0
process,8.0,0.0,6.0,14.0
proco,0.0,4.0,0.0,4.0
produc,18.0,24.0,65.0,107.0
profession,16.0,32.0,62.0,110.0
profici,0.0,0.0,1.0,1.0
profil,0.0,0.0,1.0,1.0
profound,8.0,0.0,1.0,9.0
program,0.0,0.0,1.0,1.0
progress,0.0,4.0,2.0,6.0
project,0.0,4.0,4.0,8.0
prolink,0.0,0.0,1.0,1.0
prolli,0.0,0.0,2.0,2.0
prolong,0.0,8.0,7.0,15.0
promin,0.0,0.0,4.0,4.0
promis,0.0,0.0,8.0,8.0
promot,0.0,0.0,1.0,1.0
prompt,0.0,4.0,6.0,10.0
prone,0.0,0.0,4.0,4.0
pronmis,0.0,0.0,1.0,1.0
pronounc,25.0,8.0,7.0,40.0
proof,0.0,0.0,2.0,2.0
prop,8.0,0.0,2.0,10.0
proper,28.0,32.0,64.0,124.0
proplem,0.0,0.0,1.0,1.0
proprietari,0.0,0.0,2.0,2.0
pros,0.0,0.0,5.0,5.0
protec,0.0,0.0,2.0,2.0
protect,0.0,20.0,64.0,84.0
protest,0.0,0.0,1.0,1.0
protrud,0.0,0.0,1.0,1.0
proud,0.0,0.0,3.0,3.0
prove,0.0,4.0,10.0,14.0
proven,0.0,0.0,5.0,5.0
provid,37.0,16.0,82.0,135.0
prs,0.0,0.0,1.0,1.0
psc,0.0,0.0,1.0,1.0
psul,0.0,0.0,1.0,1.0
public,8.0,0.0,11.0,19.0
pull,159.0,24.0,50.0,233.0
pullerso,0.0,0.0,1.0,1.0
puls,0.0,0.0,2.0,2.0
pulsat,0.0,0.0,1.0,1.0
pump,0.0,8.0,4.0,12.0
pumpkin,4.0,0.0,0.0,4.0
pun,0.0,0.0,1.0,1.0
punch,0.0,0.0,3.0,3.0
punchi,0.0,0.0,1.0,1.0
punctuat,0.0,0.0,1.0,1.0
punk,18.0,0.0,0.0,18.0
puppi,0.0,0.0,4.0,4.0
pupppi,0.0,0.0,1.0,1.0
purchas,151.0,64.0,212.0,427.0
pure,0.0,8.0,20.0,28.0
purhcas,0.0,4.0,0.0,4.0
puriest,0.0,0.0,1.0,1.0
purpl,0.0,0.0,8.0,8.0
purport,0.0,0.0,1.0,1.0
purpos,0.0,8.0,14.0,22.0
push,55.0,12.0,39.0,106.0
put,235.0,116.0,375.0,726.0
pw,0.0,4.0,0.0,4.0
pyle,4.0,0.0,9.0,13.0
qkb,0.0,0.0,1.0,1.0
qu,0.0,0.0,1.0,1.0
qualifi,0.0,0.0,3.0,3.0
qualiti,4.0,0.0,29.0,33.0
quest,0.0,0.0,4.0,4.0
question,0.0,0.0,2.0,2.0
quibbl,0.0,0.0,1.0,1.0
quick,4.0,40.0,129.0,173.0
quicker,0.0,0.0,1.0,1.0
quickest,0.0,0.0,2.0,2.0
quiet,8.0,16.0,53.0,77.0
quieter,0.0,4.0,1.0,5.0
quietest,0.0,0.0,1.0,1.0
quit,49.0,84.0,172.0,305.0
rack,0.0,8.0,8.0,16.0
rad,0.0,4.0,0.0,4.0
radic,0.0,0.0,2.0,2.0
radio,0.0,4.0,2.0,6.0
radius,4.0,0.0,7.0,11.0
rage,0.0,4.0,1.0,5.0
ragin,0.0,0.0,1.0,1.0
rail,0.0,0.0,1.0,1.0
rain,0.0,0.0,3.0,3.0
raini,0.0,0.0,1.0,1.0
rainsong,0.0,0.0,1.0,1.0
rais,4.0,16.0,14.0,34.0
ralli,0.0,0.0,1.0,1.0
rambuncti,0.0,0.0,1.0,1.0
ran,0.0,0.0,3.0,3.0
randal,0.0,0.0,2.0,2.0
randi,0.0,0.0,1.0,1.0
random,8.0,4.0,8.0,20.0
rang,0.0,4.0,8.0,12.0
rank,0.0,0.0,2.0,2.0
rant,0.0,0.0,1.0,1.0
rapid,4.0,8.0,5.0,17.0
rare,4.0,20.0,21.0,45.0
raspcan,0.0,0.0,1.0,1.0
raspi,0.0,0.0,1.0,1.0
ratchet,0.0,0.0,1.0,1.0
rate,26.0,4.0,9.0,39.0
rather,41.0,32.0,64.0,137.0
ratio,0.0,0.0,1.0,1.0
rattl,21.0,8.0,9.0,38.0
raunchi,0.0,0.0,2.0,2.0
rave,0.0,0.0,1.0,1.0
raw,0.0,0.0,2.0,2.0
rawhid,0.0,0.0,1.0,1.0
raxxess,0.0,0.0,1.0,1.0
rca,0.0,0.0,1.0,1.0
rd,0.0,0.0,2.0,2.0
rde,0.0,0.0,1.0,1.0
re,4.0,16.0,33.0,53.0
reach,0.0,4.0,28.0,32.0
read,49.0,72.0,105.0,226.0
readabl,0.0,0.0,1.0,1.0
readi,0.0,0.0,39.0,39.0
readili,8.0,0.0,5.0,13.0
readjust,0.0,0.0,2.0,2.0
reajust,0.0,0.0,1.0,1.0
real,25.0,40.0,115.0,180.0
realis,0.0,4.0,0.0,4.0
realist,8.0,4.0,2.0,14.0
realit,18.0,0.0,0.0,18.0
realiz,0.0,8.0,44.0,52.0
realli,236.0,264.0,737.0,1237.0
reallli,0.0,0.0,1.0,1.0
reallysmal,0.0,0.0,1.0,1.0
realtiv,0.0,0.0,1.0,1.0
ream,0.0,0.0,2.0,2.0
reamer,0.0,0.0,1.0,1.0
reappli,0.0,0.0,3.0,3.0
rear,8.0,0.0,1.0,9.0
rearrang,0.0,4.0,0.0,4.0
reason,8.0,8.0,52.0,68.0
reattach,0.0,0.0,1.0,1.0
rebuild,0.0,0.0,2.0,2.0
rebuilt,0.0,0.0,1.0,1.0
recal,0.0,0.0,3.0,3.0
recalibr,0.0,0.0,1.0,1.0
reccomend,4.0,0.0,7.0,11.0
receiv,61.0,36.0,61.0,158.0
recent,76.0,16.0,61.0,153.0
receptacl,0.0,0.0,1.0,1.0
recess,0.0,0.0,1.0,1.0
recharg,18.0,0.0,5.0,23.0
reciev,0.0,8.0,2.0,10.0
recip,8.0,0.0,0.0,8.0
reciv,0.0,0.0,1.0,1.0
reckon,0.0,0.0,1.0,1.0
reclin,0.0,0.0,1.0,1.0
recocmmend,0.0,0.0,1.0,1.0
recogn,0.0,0.0,4.0,4.0
recom,0.0,0.0,2.0,2.0
recomend,0.0,0.0,16.0,16.0
recommand,0.0,0.0,1.0,1.0
recommend,193.0,104.0,411.0,708.0
reconsid,0.0,4.0,1.0,5.0
record,30.0,56.0,198.0,284.0
recov,0.0,0.0,1.0,1.0
recreat,0.0,0.0,3.0,3.0
rectifi,0.0,4.0,1.0,5.0
recycl,0.0,0.0,1.0,1.0
red,8.0,8.0,32.0,48.0
redeisign,0.0,4.0,0.0,4.0
redesign,4.0,0.0,4.0,8.0
redicul,0.0,0.0,1.0,1.0
rediscov,0.0,0.0,1.0,1.0
redo,21.0,0.0,1.0,22.0
redress,0.0,0.0,1.0,1.0
reduc,8.0,8.0,16.0,32.0
redund,0.0,0.0,2.0,2.0
reed,0.0,0.0,1.0,1.0
reek,0.0,0.0,1.0,1.0
reel,0.0,0.0,2.0,2.0
reem,0.0,8.0,0.0,8.0
reevalu,86.0,0.0,0.0,86.0
refer,4.0,4.0,2.0,10.0
refil,0.0,0.0,5.0,5.0
reflect,0.0,0.0,1.0,1.0
refresh,0.0,0.0,3.0,3.0
refurbish,0.0,0.0,3.0,3.0
refus,8.0,0.0,3.0,11.0
regard,0.0,4.0,8.0,12.0
regardless,0.0,4.0,6.0,10.0
region,0.0,0.0,1.0,1.0
regist,0.0,0.0,2.0,2.0
regret,29.0,0.0,16.0,45.0
regualr,0.0,0.0,1.0,1.0
reguar,0.0,0.0,1.0,1.0
regul,0.0,4.0,0.0,4.0
regular,28.0,24.0,84.0,136.0
regulari,0.0,0.0,1.0,1.0
rehash,0.0,0.0,1.0,1.0
rehears,0.0,0.0,5.0,5.0
rehous,0.0,0.0,1.0,1.0
reinforc,0.0,0.0,3.0,3.0
reinstal,0.0,0.0,1.0,1.0
reissu,0.0,0.0,1.0,1.0
reiter,0.0,4.0,1.0,5.0
reject,0.0,0.0,7.0,7.0
relat,21.0,48.0,38.0,107.0
relax,0.0,0.0,1.0,1.0
releas,8.0,0.0,13.0,21.0
releg,0.0,0.0,1.0,1.0
relev,0.0,0.0,3.0,3.0
reli,0.0,0.0,7.0,7.0
reliabilityw,0.0,0.0,1.0,1.0
reliabl,4.0,4.0,48.0,56.0
reliablegreat,0.0,0.0,1.0,1.0
relic,0.0,0.0,1.0,1.0
relief,0.0,0.0,1.0,1.0
reluct,0.0,0.0,3.0,3.0
remain,0.0,12.0,13.0,25.0
remark,0.0,0.0,7.0,7.0
remedi,0.0,4.0,0.0,4.0
rememb,0.0,4.0,40.0,44.0
rememberto,0.0,0.0,1.0,1.0
remian,0.0,0.0,1.0,1.0
remind,0.0,4.0,7.0,11.0
reminisc,0.0,0.0,5.0,5.0
remix,0.0,0.0,1.0,1.0
remo,0.0,0.0,5.0,5.0
remodel,0.0,0.0,1.0,1.0
remot,0.0,4.0,5.0,9.0
remov,41.0,48.0,84.0,173.0
renam,0.0,0.0,2.0,2.0
render,0.0,4.0,3.0,7.0
rental,18.0,0.0,0.0,18.0
reoccur,0.0,4.0,0.0,4.0
reommend,0.0,0.0,1.0,1.0
reorder,0.0,0.0,2.0,2.0
reorgan,0.0,0.0,1.0,1.0
repair,12.0,4.0,7.0,23.0
repeat,4.0,4.0,7.0,15.0
replac,85.0,76.0,171.0,332.0
replacememt,0.0,0.0,1.0,1.0
replaceth,0.0,0.0,1.0,1.0
replenish,0.0,0.0,2.0,2.0
replet,0.0,0.0,1.0,1.0
repli,8.0,0.0,2.0,10.0
replic,0.0,4.0,3.0,7.0
report,0.0,8.0,12.0,20.0
reposit,0.0,0.0,2.0,2.0
repres,0.0,0.0,3.0,3.0
reproduc,0.0,4.0,11.0,15.0
reproduct,0.0,0.0,1.0,1.0
reput,8.0,0.0,3.0,11.0
request,0.0,0.0,3.0,3.0
requir,4.0,48.0,64.0,116.0
reseal,18.0,0.0,1.0,19.0
research,0.0,4.0,5.0,9.0
resel,21.0,0.0,0.0,21.0
resent,0.0,0.0,1.0,1.0
reset,0.0,0.0,1.0,1.0
resid,0.0,0.0,1.0,1.0
residu,4.0,0.0,5.0,9.0
resign,0.0,0.0,1.0,1.0
resist,0.0,0.0,8.0,8.0
resold,0.0,0.0,1.0,1.0
resolv,0.0,4.0,4.0,8.0
reson,0.0,8.0,16.0,24.0
respect,0.0,8.0,3.0,11.0
respond,4.0,4.0,6.0,14.0
respons,0.0,4.0,7.0,11.0
respos,0.0,0.0,1.0,1.0
rest,0.0,0.0,16.0,16.0
restart,0.0,0.0,1.0,1.0
restor,0.0,0.0,7.0,7.0
restr,0.0,0.0,13.0,13.0
restrict,0.0,0.0,1.0,1.0
restring,0.0,0.0,3.0,3.0
restrung,0.0,0.0,8.0,8.0
restsin,0.0,0.0,1.0,1.0
result,4.0,0.0,10.0,14.0
retail,0.0,4.0,6.0,10.0
retain,0.0,0.0,9.0,9.0
rethink,0.0,0.0,1.0,1.0
retighten,0.0,0.0,1.0,1.0
retir,0.0,0.0,3.0,3.0
retract,0.0,0.0,2.0,2.0
retro,0.0,0.0,4.0,4.0
retrofit,0.0,0.0,1.0,1.0
retun,4.0,0.0,13.0,17.0
return,114.0,40.0,36.0,190.0
reusabl,0.0,4.0,1.0,5.0
reveal,0.0,4.0,2.0,6.0
reveiw,0.0,0.0,1.0,1.0
reverb,8.0,0.0,4.0,12.0
revers,0.0,0.0,5.0,5.0
reviber,0.0,0.0,1.0,1.0
review,16.0,16.0,26.0,58.0
revis,0.0,4.0,1.0,5.0
revolv,0.0,0.0,1.0,1.0
reward,0.0,0.0,1.0,1.0
rewir,0.0,0.0,2.0,2.0
rex,0.0,0.0,1.0,1.0
rf,0.0,0.0,1.0,1.0
rhoad,0.0,0.0,1.0,1.0
rhythm,0.0,4.0,5.0,9.0
rich,8.0,4.0,34.0,46.0
richer,4.0,4.0,5.0,13.0
rick,0.0,0.0,1.0,1.0
rid,21.0,8.0,12.0,41.0
ride,0.0,0.0,3.0,3.0
ridicul,4.0,12.0,11.0,27.0
riff,0.0,0.0,1.0,1.0
rig,0.0,0.0,5.0,5.0
right,80.0,84.0,297.0,461.0
righteous,0.0,0.0,2.0,2.0
rigid,4.0,0.0,4.0,8.0
ring,4.0,8.0,12.0,24.0
rins,0.0,4.0,1.0,5.0
rip,0.0,0.0,6.0,6.0
rise,0.0,0.0,1.0,1.0
risk,4.0,0.0,1.0,5.0
riski,0.0,0.0,1.0,1.0
rival,0.0,0.0,1.0,1.0
roadshow,0.0,0.0,1.0,1.0
roar,0.0,0.0,2.0,2.0
rob,0.0,0.0,2.0,2.0
robust,0.0,0.0,13.0,13.0
rock,4.0,4.0,25.0,33.0
rockabilli,0.0,0.0,6.0,6.0
rockband,0.0,0.0,1.0,1.0
rocket,0.0,4.0,1.0,5.0
rockin,0.0,0.0,1.0,1.0
