,negative,positive,total
align,6.0,17.0,23.0
alik,70.0,114.0,184.0
alimoni,1.0,0.0,1.0
alin,3.0,3.0,6.0
alisa,0.0,1.0,1.0
alisan,0.0,5.0,5.0
alisand,1.0,0.0,1.0
alison,11.0,33.0,44.0
alistair,2.0,3.0,5.0
alita,1.0,0.0,1.0
alittl,0.0,6.0,6.0
aliv,465.0,483.0,948.0
alix,1.0,0.0,1.0
alja,2.0,0.0,2.0
aljoscha,1.0,0.0,1.0
alka,0.0,4.0,4.0
alkward,0.0,1.0,1.0
all,175.0,150.0,325.0
alla,0.0,2.0,2.0
allah,2.0,2.0,4.0
allain,0.0,1.0,1.0
allan,6.0,7.0,13.0
allana,0.0,7.0,7.0
allay,1.0,3.0,4.0
alleb,1.0,0.0,1.0
alledg,0.0,1.0,1.0
alleg,116.0,55.0,171.0
allegi,0.0,1.0,1.0
allegor,9.0,25.0,34.0
allegori,5.0,5.0,10.0
allegra,0.0,14.0,14.0
allen,159.0,160.0,319.0
allend,7.0,0.0,7.0
allerg,17.0,12.0,29.0
allergi,2.0,0.0,2.0
allevi,10.0,7.0,17.0
alley,9.0,16.0,25.0
alleyway,3.0,2.0,5.0
alli,57.0,61.0,118.0
allingham,0.0,1.0,1.0
allison,9.0,11.0,20.0
allllllllllllllllllllllllllllll,0.0,1.0,1.0
alllriiiiight,1.0,0.0,1.0
allmighti,0.0,1.0,1.0
allo,3.0,1.0,4.0
alloc,4.0,3.0,7.0
alloimono,1.0,0.0,1.0
allot,13.0,7.0,20.0
allow,876.0,1063.0,1939.0
alloy,1.0,0.0,1.0
allr,9.0,0.0,9.0
allrdi,1.0,0.0,1.0
allright,3.0,3.0,6.0
allstat,0.0,1.0,1.0
allsuperb,0.0,1.0,1.0
alltim,1.0,1.0,2.0
alltogeth,0.0,1.0,1.0
allud,26.0,37.0,63.0
allur,20.0,39.0,59.0
allus,1.0,0.0,1.0
allway,1.0,0.0,1.0
allyc,1.0,0.0,1.0
allyn,0.0,1.0,1.0
allyson,2.0,1.0,3.0
allyway,1.0,0.0,1.0
alm,1.0,7.0,8.0
alma,10.0,3.0,13.0
almanesqu,0.0,1.0,1.0
almanzar,0.0,1.0,1.0
almasi,4.0,11.0,15.0
almast,1.0,0.0,1.0
almen,0.0,1.0,1.0
almendro,0.0,1.0,1.0
almereyda,1.0,0.0,1.0
almghandi,1.0,1.0,2.0
almight,1.0,1.0,2.0
almighti,10.0,10.0,20.0
almira,0.0,1.0,1.0
almo,1.0,1.0,2.0
almod,2.0,2.0,4.0
almodovar,13.0,8.0,21.0
almondin,0.0,1.0,1.0
almoost,1.0,0.0,1.0
almora,0.0,1.0,1.0
almost,3122.0,3080.0,6202.0
alo,0.0,3.0,3.0
alock,0.0,1.0,1.0
aloft,0.0,3.0,3.0
aloha,0.0,2.0,2.0
alohalani,1.0,0.0,1.0
aloi,1.0,0.0,1.0
alok,1.0,7.0,8.0
aloma,0.0,1.0,1.0
alon,917.0,928.0,1845.0
along,454.0,519.0,973.0
alongsid,38.0,42.0,80.0
alongwith,1.0,1.0,2.0
alonso,4.0,2.0,6.0
alonzo,1.0,3.0,4.0
aloo,0.0,1.0,1.0
aloof,15.0,21.0,36.0
alot,7.0,9.0,16.0
alotta,0.0,1.0,1.0
aloud,13.0,11.0,24.0
alow,1.0,0.0,1.0
alp,1.0,1.0,2.0
alpert,0.0,1.0,1.0
alpha,20.0,9.0,29.0
alphabet,1.0,1.0,2.0
alphavill,1.0,1.0,2.0
alphons,0.0,4.0,4.0
alpin,1.0,1.0,2.0
alpo,2.0,1.0,3.0
alqueda,0.0,1.0,1.0
alread,1.0,0.0,1.0
alreadi,1448.0,1174.0,2622.0
alredi,0.0,2.0,2.0
alrig,1.0,0.0,1.0
alright,238.0,67.0,305.0
alriiight,1.0,0.0,1.0
alrit,1.0,0.0,1.0
alriyadh,1.0,0.0,1.0
alselmo,0.0,1.0,1.0
also,7135.0,10704.0,17839.0
alston,1.0,0.0,1.0
alt,5.0,2.0,7.0
alta,0.0,2.0,2.0
altagracia,0.0,1.0,1.0
altair,0.0,1.0,1.0
altaira,0.0,1.0,1.0
alter,108.0,118.0,226.0
alterego,0.0,1.0,1.0
alterior,0.0,1.0,1.0
altern,169.0,187.0,356.0
alternant,0.0,1.0,1.0
alternativa,0.0,1.0,1.0
altho,3.0,2.0,5.0
althou,1.0,1.0,2.0
althoug,1.0,0.0,1.0
althought,1.0,0.0,1.0
altioklar,7.0,0.0,7.0
altman,36.0,49.0,85.0
altmanesqu,0.0,1.0,1.0
altog,0.0,1.0,1.0
altogeth,113.0,104.0,217.0
alton,0.0,1.0,1.0
altought,2.0,0.0,2.0
altro,1.0,0.0,1.0
altruist,6.0,11.0,17.0
alucard,8.0,0.0,8.0
alucarda,1.0,1.0,2.0
alum,0.0,2.0,2.0
aluminum,1.0,0.0,1.0
alumni,4.0,1.0,5.0
alun,1.0,1.0,2.0
alva,0.0,1.0,1.0
alvarado,1.0,0.0,1.0
alvi,1.0,4.0,5.0
alvin,7.0,52.0,59.0
alw,0.0,3.0,3.0
alwale,1.0,0.0,1.0
alway,2242.0,4016.0,6258.0
alwin,0.0,1.0,1.0
alwina,0.0,2.0,2.0
alx,1.0,0.0,1.0
alyn,1.0,4.0,5.0
alyson,1.0,6.0,7.0
alyssa,3.0,12.0,15.0
alzar,1.0,0.0,1.0
alzheim,4.0,4.0,8.0
am,8788.0,6429.0,15217.0
ama,1.0,0.0,1.0
amadeus,12.0,0.0,12.0
amaerican,0.0,1.0,1.0
amagula,0.0,1.0,1.0
amal,1.0,0.0,1.0
amalgam,2.0,1.0,3.0
amalia,0.0,7.0,7.0
amalio,0.0,1.0,1.0
amalr,2.0,0.0,2.0
aman,0.0,2.0,2.0
amanda,48.0,46.0,94.0
amang,1.0,0.0,1.0
amanh,0.0,1.0,1.0
amann,1.0,0.0,1.0
amant,1.0,0.0,1.0
amar,0.0,11.0,11.0
amarjeet,0.0,1.0,1.0
amarna,0.0,1.0,1.0
amaro,1.0,0.0,1.0
amass,4.0,8.0,12.0
amateu,0.0,1.0,1.0
amateur,231.0,64.0,295.0
amateurish,378.0,44.0,422.0
amateurist,2.0,0.0,2.0
amati,1.0,3.0,4.0
amato,8.0,10.0,18.0
amatu,2.0,0.0,2.0
amatuerish,3.0,0.0,3.0
amaturish,1.0,0.0,1.0
amayao,1.0,0.0,1.0
amaz,847.0,2361.0,3208.0
amazi,0.0,1.0,1.0
amazin,0.0,2.0,2.0
amazon,13.0,23.0,36.0
amazonian,5.0,2.0,7.0
ambassador,2.0,2.0,4.0
amber,23.0,19.0,42.0
ambianc,2.0,2.0,4.0
ambidexter,0.0,1.0,1.0
ambient,11.0,12.0,23.0
ambigi,0.0,2.0,2.0
ambigu,54.0,106.0,160.0
ambit,2.0,0.0,2.0
ambiti,106.0,156.0,262.0
ambival,6.0,9.0,15.0
ambl,14.0,4.0,18.0
amboy,1.0,0.0,1.0
ambros,1.0,11.0,12.0
ambrosia,0.0,1.0,1.0
ambrosin,1.0,0.0,1.0
ambul,0.0,1.0,1.0
ambulatori,1.0,0.0,1.0
ambush,20.0,19.0,39.0
amc,4.0,5.0,9.0
ame,0.0,5.0,5.0
amech,1.0,4.0,5.0
ameican,0.0,1.0,1.0
ameila,1.0,0.0,1.0
ameircan,0.0,1.0,1.0
amel,1.0,0.0,1.0
ameli,4.0,7.0,11.0
amelia,14.0,3.0,17.0
amelio,0.0,4.0,4.0
amelior,2.0,2.0,4.0
amelod,0.0,1.0,1.0
amen,1.0,6.0,7.0
amenabar,4.0,4.0,8.0
amend,3.0,4.0,7.0
amer,4.0,2.0,6.0
ameragosa,1.0,0.0,1.0
amercan,0.0,1.0,1.0
amercian,1.0,1.0,2.0
ameriac,1.0,0.0,1.0
amerian,1.0,1.0,2.0
america,182.0,261.0,443.0
americain,1.0,0.0,1.0
american,2048.0,2527.0,4575.0
americana,1.0,2.0,3.0
americanim,1.0,0.0,1.0
americanis,0.0,4.0,4.0
americian,2.0,1.0,3.0
americn,0.0,1.0,1.0
amerikan,1.0,0.0,1.0
amerindian,1.0,0.0,1.0
ameriquest,0.0,1.0,1.0
amerterish,1.0,0.0,1.0
amforta,2.0,0.0,2.0
ami,87.0,73.0,160.0
amiabl,19.0,49.0,68.0
amic,4.0,3.0,7.0
amick,3.0,1.0,4.0
amicus,3.0,5.0,8.0
amidala,1.0,0.0,1.0
amidst,20.0,26.0,46.0
amiel,0.0,1.0,1.0
amigo,0.0,1.0,1.0
amile,0.0,1.0,1.0
amin,3.0,3.0,6.0
amir,5.0,44.0,49.0
amish,7.0,1.0,8.0
amisha,6.0,0.0,6.0
amiss,10.0,6.0,16.0
amistad,2.0,0.0,2.0
amit,0.0,1.0,1.0
amitabh,34.0,13.0,47.0
amitabhz,1.0,0.0,1.0
amithab,1.0,0.0,1.0
amitji,1.0,0.0,1.0
amityvill,16.0,11.0,27.0
amjad,1.0,0.0,1.0
amman,2.0,1.0,3.0
ammateur,1.0,0.0,1.0
ammityvill,0.0,1.0,1.0
ammmmm,0.0,1.0,1.0
ammo,3.0,2.0,5.0
ammunit,0.0,1.0,1.0
amnes,0.0,1.0,1.0
amnesia,4.0,7.0,11.0
amnesiac,3.0,7.0,10.0
amnesti,1.0,9.0,10.0
amnityvill,1.0,0.0,1.0
amo,8.0,19.0,27.0
amock,2.0,0.0,2.0
amoeba,1.0,0.0,1.0
amok,27.0,17.0,44.0
amon,0.0,1.0,1.0
amongst,83.0,90.0,173.0
amontillado,0.0,1.0,1.0
amor,40.0,62.0,102.0
amoretti,0.0,1.0,1.0
amorph,6.0,4.0,10.0
amoung,1.0,0.0,1.0
amount,56.0,29.0,85.0
amour,4.0,4.0,8.0
amp,10.0,10.0,20.0
ampa,2.0,1.0,3.0
amphetamin,2.0,0.0,2.0
amphibi,3.0,5.0,8.0
amphibian,0.0,2.0,2.0
amphibulo,1.0,0.0,1.0
amphitheatr,1.0,0.0,1.0
ampl,43.0,39.0,82.0
ampli,1.0,10.0,11.0
amplifi,15.0,25.0,40.0
amput,7.0,7.0,14.0
amrican,1.0,0.0,1.0
amrish,6.0,3.0,9.0
amrita,6.0,36.0,42.0
amruta,2.0,1.0,3.0
amsterdam,1.0,7.0,8.0
amsterdamn,1.0,0.0,1.0
amuck,3.0,2.0,5.0
amudha,0.0,5.0,5.0
amuro,0.0,1.0,1.0
amurrika,1.0,0.0,1.0
amus,646.0,533.0,1179.0
amusin,1.0,0.0,1.0
amyotroph,0.0,1.0,1.0
amyrilli,1.0,0.0,1.0
an,0.0,3.0,3.0
ana,9.0,5.0,14.0
anabell,0.0,1.0,1.0
anachron,6.0,2.0,8.0
anachronist,22.0,18.0,40.0
anaconda,5.0,2.0,7.0
anacron,1.0,0.0,1.0
anacronist,0.0,2.0,2.0
anaem,4.0,1.0,5.0
anaesthet,5.0,0.0,5.0
anaesthetis,0.0,1.0,1.0
anaglyph,1.0,0.0,1.0
anagram,0.0,1.0,1.0
anaheim,0.0,1.0,1.0
anai,0.0,2.0,2.0
anakin,5.0,9.0,14.0
anal,39.0,14.0,53.0
analag,1.0,0.0,1.0
analis,1.0,0.0,1.0
analog,4.0,5.0,9.0
analogu,0.0,1.0,1.0
analys,10.0,14.0,24.0
analyt,7.0,5.0,12.0
analyz,43.0,66.0,109.0
anamorph,10.0,13.0,23.0
anand,0.0,8.0,8.0
anania,1.0,0.0,1.0
ananka,1.0,0.0,1.0
anansa,1.0,3.0,4.0
anant,1.0,0.0,1.0
anarch,8.0,10.0,18.0
anarchi,0.0,5.0,5.0
anarchist,4.0,8.0,12.0
anarcho,2.0,0.0,2.0
anarct,0.0,1.0,1.0
anaren,3.0,0.0,3.0
anarquia,1.0,0.0,1.0
anastacia,0.0,1.0,1.0
anastasia,4.0,4.0,8.0
anathema,2.0,1.0,3.0
anathemat,1.0,0.0,1.0
anatol,1.0,3.0,4.0
anatoli,1.0,0.0,1.0
anatolian,1.0,0.0,1.0
anatom,7.0,4.0,11.0
anatomi,8.0,14.0,22.0
anatomist,0.0,1.0,1.0
anavel,0.0,1.0,1.0
anc,1.0,1.0,2.0
ancestr,3.0,7.0,10.0
ancestri,1.0,0.0,1.0
anchor,14.0,25.0,39.0
anchorman,9.0,6.0,15.0
anchorwoman,1.0,0.0,1.0
ancient,189.0,157.0,346.0
ancillari,7.0,5.0,12.0
ancona,0.0,1.0,1.0
and,4.0,1.0,5.0
anda,1.0,0.0,1.0
andaaz,0.0,2.0,2.0
andalou,1.0,0.0,1.0
andalucia,0.0,1.0,1.0
andalusian,4.0,2.0,6.0
andara,0.0,6.0,6.0
andaz,1.0,5.0,6.0
andcompel,1.0,0.0,1.0
andean,1.0,0.0,1.0
ander,0.0,1.0,1.0
andersen,5.0,5.0,10.0
anderson,26.0,42.0,68.0
andersson,0.0,7.0,7.0
andi,149.0,203.0,352.0
andoheb,2.0,0.0,2.0
andoit,0.0,1.0,1.0
andoman,1.0,0.0,1.0
andr,24.0,60.0,84.0
andra,0.0,1.0,1.0
andrad,0.0,1.0,1.0
andrea,17.0,49.0,66.0
andreef,1.0,0.0,1.0
andreeff,1.0,0.0,1.0
andrei,7.0,14.0,21.0
andrej,1.0,0.0,1.0
andrejew,0.0,1.0,1.0
andrenalin,1.0,0.0,1.0
andretti,0.0,3.0,3.0
andrew,70.0,144.0,214.0
andrey,1.0,0.0,1.0
andro,1.0,0.0,1.0
androgin,1.0,0.0,1.0
androgyn,3.0,8.0,11.0
android,11.0,3.0,14.0
andromeda,2.0,0.0,2.0
andromina,1.0,0.0,1.0
androschin,0.0,1.0,1.0
androvski,0.0,1.0,1.0
andrus,1.0,0.0,1.0
andrzej,5.0,4.0,9.0
anecdot,3.0,5.0,8.0
anem,19.0,2.0,21.0
anenokoji,1.0,0.0,1.0
anestet,1.0,0.0,1.0
anesthesia,1.0,0.0,1.0
anesthet,3.0,4.0,7.0
aneta,0.0,1.0,1.0
aneurysm,2.0,0.0,2.0
aneven,0.0,1.0,1.0
anew,4.0,7.0,11.0
anextrem,2.0,0.0,2.0
anfractu,0.0,1.0,1.0
ang,10.0,10.0,20.0
angel,71.0,91.0,162.0
angela,58.0,80.0,138.0
angelica,6.0,4.0,10.0
angelika,4.0,0.0,4.0
angelina,26.0,21.0,47.0
angella,0.0,3.0,3.0
angelo,16.0,22.0,38.0
angelopoulo,2.0,4.0,6.0
angelpuss,0.0,1.0,1.0
angelwa,0.0,1.0,1.0
anger,46.0,52.0,98.0
angharad,2.0,0.0,2.0
angi,17.0,18.0,35.0
angkatel,0.0,3.0,3.0
angkor,3.0,1.0,4.0
angl,71.0,61.0,132.0
anglad,3.0,2.0,5.0
anglais,0.0,1.0,1.0
anglic,0.0,2.0,2.0
anglican,4.0,2.0,6.0
anglicis,1.0,0.0,1.0
anglifi,1.0,0.0,1.0
anglo,9.0,9.0,18.0
angola,1.0,1.0,2.0
angora,3.0,2.0,5.0
angri,377.0,269.0,646.0
angrier,8.0,0.0,8.0
angriest,1.0,1.0,2.0
angrili,12.0,14.0,26.0
angst,25.0,21.0,46.0
angsti,5.0,3.0,8.0
anguish,27.0,38.0,65.0
angular,4.0,8.0,12.0
angus,6.0,12.0,18.0
ani,1.0,0.0,1.0
ania,1.0,0.0,1.0
anic,0.0,1.0,1.0
anihili,0.0,1.0,1.0
anika,1.0,0.0,1.0
anil,29.0,8.0,37.0
anilji,2.0,0.0,2.0
anim,558.0,839.0,1397.0
animalist,0.0,8.0,8.0
animaniac,0.0,1.0,1.0
animatrix,0.0,4.0,4.0
animatron,4.0,9.0,13.0
anisio,0.0,2.0,2.0
aniston,5.0,3.0,8.0
anit,0.0,1.0,1.0
anita,21.0,27.0,48.0
anitra,1.0,0.0,1.0
anja,1.0,0.0,1.0
anjaan,0.0,3.0,3.0
anjali,0.0,9.0,9.0
anjan,0.0,1.0,1.0
anjana,1.0,0.0,1.0
anjelica,4.0,7.0,11.0
anjelina,1.0,0.0,1.0
anji,0.0,1.0,1.0
anju,0.0,2.0,2.0
anka,1.0,0.0,1.0
ankh,2.0,1.0,3.0
ankhen,0.0,1.0,1.0
ankhnaten,0.0,2.0,2.0
ankl,5.0,3.0,8.0
anknaten,0.0,1.0,1.0
ankrum,1.0,0.0,1.0
ankush,0.0,5.0,5.0
anl,3.0,0.0,3.0
ann,176.0,315.0,491.0
anna,68.0,107.0,175.0
annabel,2.0,0.0,2.0
annabela,1.0,0.0,1.0
annabell,1.0,11.0,12.0
annabella,1.0,2.0,3.0
annabeth,1.0,0.0,1.0
annakin,3.0,2.0,5.0
annan,2.0,0.0,2.0
annell,0.0,1.0,1.0
annemari,3.0,0.0,3.0
annett,9.0,0.0,9.0
annex,2.0,1.0,3.0
anni,39.0,46.0,85.0
annib,0.0,6.0,6.0
annick,0.0,1.0,1.0
annihil,8.0,12.0,20.0
annik,1.0,0.0,1.0
annika,0.0,1.0,1.0
anniko,0.0,1.0,1.0
anniv,0.0,1.0,1.0
anniversari,8.0,14.0,22.0
anniyan,2.0,0.0,2.0
annna,0.0,1.0,1.0
annnndddddd,1.0,0.0,1.0
annnoth,1.0,0.0,1.0
anno,1.0,1.0,2.0
annonym,0.0,2.0,2.0
annot,2.0,0.0,2.0
annouc,0.0,1.0,1.0
announc,80.0,88.0,168.0
annoy,1756.0,477.0,2233.0
annoynim,1.0,0.0,1.0
annual,20.0,42.0,62.0
annul,1.0,2.0,3.0
ano,1.0,1.0,2.0
anodyn,2.0,1.0,3.0
anodynesprech,0.0,1.0,1.0
anoint,2.0,0.0,2.0
anomal,1.0,2.0,3.0
anomi,0.0,1.0,1.0
anonym,52.0,36.0,88.0
anorect,1.0,0.0,1.0
anorex,10.0,7.0,17.0
anorexia,2.0,2.0,4.0
anot,0.0,1.0,1.0
anoth,0.0,1.0,1.0
anothermaniacherewegoagain,0.0,1.0,1.0
anothw,1.0,0.0,1.0
anouk,1.0,1.0,2.0
anounc,1.0,0.0,1.0
anouska,2.0,0.0,2.0
anoy,1.0,0.0,1.0
ansara,1.0,0.0,1.0
anschel,1.0,0.0,1.0
ansel,0.0,2.0,2.0
anselm,0.0,1.0,1.0
anselmo,0.0,5.0,5.0
ansen,0.0,1.0,1.0
anson,1.0,0.0,1.0
answer,214.0,227.0,441.0
answerv,0.0,1.0,1.0
ant,20.0,24.0,44.0
antagon,6.0,3.0,9.0
antagonist,8.0,15.0,23.0
antaius,1.0,2.0,3.0
antal,1.0,1.0,2.0
antarct,3.0,8.0,11.0
antarctica,4.0,2.0,6.0
antart,2.0,1.0,3.0
anteced,1.0,1.0,2.0
antediluvian,0.0,1.0,1.0
antelop,3.0,0.0,3.0
antena,0.0,8.0,8.0
antenna,1.0,0.0,1.0
anterior,1.0,0.0,1.0
anthara,2.0,0.0,2.0
antheil,0.0,1.0,1.0
anthem,2.0,4.0,6.0
antholog,3.0,5.0,8.0
anthoni,64.0,62.0,126.0
anthonyu,0.0,1.0,1.0
anthrax,2.0,0.0,2.0
anthropocentr,1.0,1.0,2.0
anthropoid,0.0,1.0,1.0
anthropolog,1.0,5.0,6.0
anthropologist,4.0,0.0,4.0
anthropomorh,0.0,1.0,1.0
anthropomorph,6.0,5.0,11.0
anthropomorphis,1.0,1.0,2.0
anthropophag,1.0,0.0,1.0
anti,374.0,364.0,738.0
antic,3.0,2.0,5.0
antichrist,3.0,0.0,3.0
anticip,83.0,93.0,176.0
anticipatori,1.0,0.0,1.0
anticler,0.0,1.0,1.0
anticlimact,21.0,9.0,30.0
anticlimat,2.0,1.0,3.0
anticlimax,1.0,0.0,1.0
anticompetit,1.0,0.0,1.0
antidepress,1.0,0.0,1.0
antidot,1.0,1.0,2.0
antif,1.0,0.0,1.0
antiguo,1.0,0.0,1.0
antihero,2.0,1.0,3.0
antihippocrat,1.0,0.0,1.0
antimatt,1.0,0.0,1.0
antionioni,0.0,1.0,1.0
antipathet,1.0,1.0,2.0
antipathi,0.0,1.0,1.0
antipodean,0.0,2.0,2.0
antiqu,8.0,18.0,26.0
antiquarian,1.0,0.0,1.0
antirust,1.0,0.0,1.0
antisemit,4.0,1.0,5.0
antisept,0.0,3.0,3.0
antisoci,4.0,4.0,8.0
antitank,0.0,1.0,1.0
antithet,1.0,1.0,2.0
antitrust,6.0,0.0,6.0
antiwar,2.0,3.0,5.0
antoin,2.0,17.0,19.0
antoinett,0.0,2.0,2.0
anton,1.0,13.0,14.0
antonella,0.0,2.0,2.0
antoni,8.0,3.0,11.0
antonia,1.0,3.0,4.0
antonietta,0.0,4.0,4.0
antonik,0.0,1.0,1.0
antonio,21.0,40.0,61.0
antonioni,12.0,44.0,56.0
antonionian,0.0,1.0,1.0
antonius,2.0,0.0,2.0
antra,3.0,1.0,4.0
antrax,0.0,1.0,1.0
antsi,3.0,1.0,4.0
antwerp,0.0,4.0,4.0
antwon,0.0,19.0,19.0
antwortet,1.0,0.0,1.0
antz,0.0,5.0,5.0
anu,1.0,9.0,10.0
anual,1.0,1.0,2.0
anubi,0.0,1.0,1.0
anulka,2.0,0.0,2.0
anupam,3.0,2.0,5.0
anurag,2.0,0.0,2.0
anus,1.0,0.0,1.0
anvil,4.0,0.0,4.0
anwar,0.0,17.0,17.0
anxieti,0.0,1.0,1.0
anxious,51.0,56.0,107.0
anya,1.0,0.0,1.0
anybodi,45.0,13.0,58.0
anycas,1.0,0.0,1.0
anycow,3.0,0.0,3.0
anyday,0.0,1.0,1.0
anyhoo,2.0,1.0,3.0
anyhow,24.0,10.0,34.0
anymor,304.0,246.0,550.0
anynom,1.0,0.0,1.0
anyo,0.0,3.0,3.0
anyon,1.0,4.0,5.0
anyplac,1.0,1.0,2.0
anyth,2.0,1.0,3.0
anythin,3.0,1.0,4.0
anytim,33.0,46.0,79.0
anytown,2.0,0.0,2.0
anywasi,0.0,1.0,1.0
anyway,1240.0,929.0,2169.0
anywayz,1.0,0.0,1.0
anywh,0.0,1.0,1.0
anywher,333.0,251.0,584.0
anywho,1.0,2.0,3.0
anywors,1.0,0.0,1.0
anzac,0.0,1.0,1.0
ao,0.0,1.0,1.0
aod,1.0,0.0,1.0
aoi,0.0,1.0,1.0
aoki,1.0,3.0,4.0
aol,0.0,2.0,2.0
aonn,0.0,1.0,1.0
aorta,0.0,1.0,1.0
aortic,2.0,1.0,3.0
aot,6.0,0.0,6.0
ap,7.0,3.0,10.0
apach,1.0,2.0,3.0
apal,5.0,1.0,6.0
apanowicz,0.0,1.0,1.0
apar,1.0,1.0,2.0
aparichit,0.0,1.0,1.0
aparna,1.0,15.0,16.0
apart,574.0,484.0,1058.0
apartheid,1.0,4.0,5.0
aparthi,1.0,2.0,3.0
aparthiet,0.0,1.0,1.0
apathet,24.0,14.0,38.0
apathi,7.0,5.0,12.0
apatow,0.0,1.0,1.0
ape,31.0,11.0,42.0
apec,0.0,2.0,2.0
apeman,0.0,1.0,1.0
apesh,0.0,1.0,1.0
apex,1.0,0.0,1.0
apharan,1.0,0.0,1.0
aphas,0.0,1.0,1.0
aphorist,0.0,2.0,2.0
aphrodesiac,1.0,0.0,1.0
aphrodisiac,0.0,1.0,1.0
aphrodit,3.0,3.0,6.0
apidistra,1.0,0.0,1.0
apiec,4.0,3.0,7.0
aplenti,8.0,6.0,14.0
aplomb,1.0,3.0,4.0
aplus,1.0,0.0,1.0
apn,1.0,0.0,1.0
apna,1.0,4.0,5.0
apocado,1.0,0.0,1.0
apocalyp,1.0,2.0,3.0
apocalyps,6.0,17.0,23.0
apocalypt,65.0,64.0,129.0
apocaplypt,0.0,1.0,1.0
apocryph,2.0,3.0,5.0
apodict,0.0,1.0,1.0
apolig,0.0,1.0,1.0
apolit,3.0,6.0,9.0
apollo,11.0,7.0,18.0
apollonia,1.0,2.0,3.0
apollonian,0.0,3.0,3.0
apolog,59.0,36.0,95.0
apologet,8.0,6.0,14.0
apologis,9.0,7.0,16.0
apologist,2.0,0.0,2.0
apophi,0.0,5.0,5.0
apoplect,1.0,2.0,3.0
apoplexi,0.0,2.0,2.0
aposs,1.0,0.0,1.0
apostl,2.0,1.0,3.0
apostroph,0.0,1.0,1.0
apothacari,0.0,1.0,1.0
apothecari,0.0,1.0,1.0
apotheosis,1.0,0.0,1.0
app,2.0,0.0,2.0
appaer,1.0,0.0,1.0
appal,297.0,52.0,349.0
appalachian,1.0,3.0,4.0
appar,1591.0,769.0,2360.0
apparant,1.0,0.0,1.0
apparatchik,1.0,1.0,2.0
apparatus,1.0,0.0,1.0
apparen,2.0,0.0,2.0
apparenlti,0.0,1.0,1.0
apparent,1.0,0.0,1.0
apparit,0.0,2.0,2.0
apparr,0.0,1.0,1.0
appart,0.0,1.0,1.0
appaul,1.0,0.0,1.0
appeal,386.0,406.0,792.0
appear,2054.0,1747.0,3801.0
appeas,17.0,17.0,34.0
append,2.0,2.0,4.0
apper,0.0,3.0,3.0
apperci,0.0,1.0,1.0
appet,3.0,2.0,5.0
appetit,3.0,6.0,9.0
appi,0.0,2.0,2.0
appl,0.0,2.0,2.0
applacian,1.0,0.0,1.0
applau,0.0,1.0,1.0
applaud,61.0,75.0,136.0
applaus,2.0,3.0,5.0
applebaum,0.0,2.0,2.0
applebi,5.0,3.0,8.0
appleg,3.0,2.0,5.0
applese,1.0,0.0,1.0
applewhit,1.0,0.0,1.0
appli,133.0,150.0,283.0
applianc,0.0,1.0,1.0
applic,6.0,14.0,20.0
appoint,13.0,41.0,54.0
appolog,0.0,1.0,1.0
appolonia,1.0,1.0,2.0
apport,1.0,0.0,1.0
appos,2.0,3.0,5.0
apposit,1.0,5.0,6.0
appr,1.0,3.0,4.0
apprais,5.0,2.0,7.0
apprar,1.0,0.0,1.0
appreci,434.0,960.0,1394.0
appreciat,0.0,1.0,1.0
apprehend,4.0,17.0,21.0
apprehens,5.0,12.0,17.0
apprentic,2.0,2.0,4.0
appreti,0.0,1.0,1.0
apprici,1.0,0.0,1.0
apprieci,1.0,0.0,1.0
appris,0.0,3.0,3.0
approac,0.0,1.0,1.0
approach,185.0,209.0,394.0
appropori,0.0,1.0,1.0
appropri,230.0,318.0,548.0
approv,44.0,57.0,101.0
approx,3.0,8.0,11.0
approxamit,1.0,0.0,1.0
approxi,1.0,0.0,1.0
approxiamt,1.0,0.0,1.0
approxim,55.0,32.0,87.0
apr,0.0,1.0,1.0
apreci,0.0,1.0,1.0
aprehens,0.0,1.0,1.0
apretenti,1.0,0.0,1.0
apricorn,0.0,1.0,1.0
april,18.0,40.0,58.0
apro,1.0,0.0,1.0
aproach,1.0,1.0,2.0
apron,1.0,2.0,3.0
apropo,3.0,7.0,10.0
aprov,0.0,2.0,2.0
aprox,1.0,0.0,1.0
apstein,1.0,0.0,1.0
apt,70.0,78.0,148.0
aqil,2.0,0.0,2.0
aqua,3.0,6.0,9.0
aquacad,0.0,1.0,1.0
aquafina,0.0,1.0,1.0
aquafresh,2.0,0.0,2.0
aquaman,0.0,1.0,1.0
aquarian,1.0,0.0,1.0
aquarium,1.0,2.0,3.0
aquarius,1.0,6.0,7.0
aquat,7.0,5.0,12.0
aquawhit,1.0,0.0,1.0
aquello,0.0,1.0,1.0
aquir,0.0,1.0,1.0
ar,24.0,29.0,53.0
arab,80.0,54.0,134.0
arabella,0.0,1.0,1.0
arabesqu,0.0,1.0,1.0
arabia,8.0,3.0,11.0
arabian,11.0,15.0,26.0
arachnid,2.0,0.0,2.0
arachnoid,0.0,1.0,1.0
arachnophobia,1.0,1.0,2.0
arado,1.0,0.0,1.0
arafat,1.0,0.0,1.0
aragami,2.0,0.0,2.0
aragon,1.0,0.0,1.0
aragorn,4.0,10.0,14.0
araki,1.0,0.0,1.0
arama,1.0,0.0,1.0
aranda,3.0,0.0,3.0
arau,0.0,2.0,2.0
arawak,1.0,0.0,1.0
arbaaz,2.0,0.0,2.0
